Id,Label,Degree,Pageranks,Eigencentrality,FinalRiskScore,Category,PR_Category,,,
10774,pyhanko-certvalidator-0.20.1,7,0.000042,0.00096,0.649761218,M,T,,,
10775,pyhanko-0.17.2,10,0.000039,0.00048,0.657217689,M,T,,,
10776,pypdf-3.7.1,1,0.000039,0.00048,0.690325876,M,T,,,
10777,svglib-1.5.1,5,0.000039,0.00048,0.674893175,M,T,,,
10778,uritools-4.0.1,1,0.000042,0.0005,0.733027542,M,T,,,
10779,halfapi-0.6.25,11,0.000035,0,0.694468041,M,T,,,
10780,starlette-0.23.1,2,0.000038,0.00046,0.671641247,M,T,,,
10781,timing-asgi-0.3.0,2,0.000038,0.00046,0.671641247,M,T,,,
10782,alog-0.9.13,1,0.000067,0.00048,0.829592766,H,T,,,
10783,hashkernel-2019.10,6,0.000035,0,0.831780607,H,T,,,
10784,nanotime-0.5.2,1,0.00004,0.00046,0.695258059,M,T,,,
10785,graphsite-0.1.0,4,0.000035,0,0.847733576,H,T,,,
10786,biopandas-0.4.1,4,0.000042,0.00046,0.785720257,H,T,,,
10787,gladier-tools-0.4.3,1,0.000035,0,0.653455673,M,T,,,
10788,greentea-host-2.0.3,6,0.000035,0,0.617461062,M,T,,,
10789,mbed-ls-1.8.15,3,0.00004,0.00046,0.574401807,M,T,,,
10790,prettytable-2.5.0,5,0.000066,0.00187,0.602025752,M,T,,,
10791,setuptools-scm-1.17.0,1,0.00004,0.00046,0.617739476,M,T,,,
10792,mbed-os-tools-1.8.15,13,0.000052,0.00048,0.578495805,M,T,,,
10793,intelhex-2.3.0,2,0.000042,0.00094,0.775776024,H,T,,,
10794,acd-sdk-2.0.1,3,0.000035,0,0.650523396,M,T,,,
10795,ibm-cloud-sdk-core-3.16.0,5,0.000045,0.00046,0.773854637,H,T,,,
10796,grouphug-0.8.0,9,0.000035,0,0.68420554,M,T,,,
10797,demoji-1.1.0,1,0.000038,0.00046,0.820137297,H,T,,,
10798,evaluate-0.3.0,13,0.000038,0.00046,0.576360304,M,T,,,
10799,gradify-0.3.2,1,0.000035,0,0.65434347,M,T,,,
10800,have-a-rest-0.1.2,1,0.000035,0,0.820641231,H,T,,,
10801,gramscript-1.0.2,2,0.000035,0,0.695213313,M,T,,,
10802,heysummit-0.1.4,1,0.000035,0,0.831748582,H,T,,,
10803,helga-jenkins-0.0.5,1,0.000035,0,0.684571746,M,T,,,
10804,python-jenkins-1.8.0,6,0.000065,0.00046,0.671641247,M,T,,,
10805,multi-key-dict-2.0.3,1,0.000046,0.00048,0.78892581,H,T,,,
10806,hg-convert-prcs-extension-2.0.0,2,0.000035,0,0.710920939,M,T,,,
10807,prcslib-4.1,1,0.00005,0.00046,0.710747879,M,T,,,
10808,hapless-0.2.0,4,0.000035,0,0.820611975,H,T,,,
10809,huaweicloud-python-sdk-dis-2.0.4,4,0.000035,0,0.675622438,M,T,,,
10810,hdlcontroller-0.4.1,2,0.000035,0,0.821635935,H,T,,,
10811,python4yahdlc-1.2.0,1,0.00005,0.00046,0.805796568,H,T,,,
10812,goodwan-client-0.3.2,2,0.000035,0,0.831691737,H,T,,,
10813,hyper-sh-1.0.7,1,0.000035,0,0.811989936,H,T,,,
10814,groupenc-0.2.0,2,0.000035,0,0.83231307,H,T,,,
10815,pycryptodome-3.9.9,1,0.00005,0.00046,0.634173958,M,T,,,
10816,ably-1.2.2,4,0.000035,0,0.747911334,M,T,,,
10817,methoddispatch-3.0.2,1,0.000042,0.00046,0.83137436,H,T,,,
10818,hyaml-0.1.6,1,0.000035,0,0.699928655,M,T,,,
10819,gradient-optimizers-0.0.4,2,0.000035,0,0.695601685,M,T,,,
10820,theano-1.0.5,5,0.000055,0.00091,0.671641247,M,T,,,
10821,hatanaka-2.8.1,2,0.000035,0,0.84723031,H,T,,,
10822,ncompress-1.0.1,1,0.00005,0.00046,0.799263258,H,T,,,
10823,hear-0.1.18,7,0.000035,0,0.675211417,M,T,,,
10824,heroku-django-helpers-0.3,1,0.000035,0,0.832182776,H,T,,,
10825,gocdpb-9.0,3,0.000035,0,0.662048066,M,T,,,
10826,hepdataframe-0.1.1,3,0.000035,0,0.695211404,M,T,,,
10827,awkward-1.10.3,3,0.000045,0.00046,0.626918034,M,T,,,
10828,gunicorn-uvicorn-runner-0.1.2,2,0.000035,0,0.831771974,H,T,,,
10829,govee-api-laggat-0.2.2,7,0.000035,0,0.824680653,H,T,,,
10830,bios-0.1.2,3,0.000039,0.00046,0.832155653,H,T,,,
10831,dacite-1.8.0,3,0.000075,0.00137,0.917261119,H,T,,,
10832,pygatt-4.0.5,3,0.000039,0.00046,0.610274028,M,T,,,
10833,hypermodern-tutorial-0.1.4,5,0.000035,0,0.695131943,M,T,,,
10834,google-cloud-bigquery-reservation-1.11.1,3,0.000035,0,0.763335537,H,T,,,
10835,gqlactioncable-0.0.2,1,0.000035,0,0.831832339,H,T,,,
10836,guardata-0.2.4,21,0.000035,0,0.605595634,M,T,,,
10837,attrs-19.2.0,4,0.000108,0.00192,0.827546126,H,T,,,
10838,babel-2.6.0,2,0.000036,0.00046,0.815605004,H,T,,,
10839,colorama-0.4.0,1,0.000036,0.00046,0.608161838,M,T,,,
10840,importlib-resources-1.0.2,1,0.000036,0.00046,0.75712155,H,T,,,
10841,outcome-1.0.0,3,0.000041,0.00094,0.799073753,H,T,,,
10842,psutil-5.6.3,1,0.000036,0.00046,0.60049988,M,T,,,
10843,pynacl-1.4.0,3,0.000036,0.00046,0.717755926,M,T,,,
10844,structlog-19.2.0,2,0.000036,0.00046,0.639746224,M,T,,,
10845,toastedmarshmallow-0.2.6,2,0.000036,0.00046,0.671641247,M,T,,,
10846,trio-0.16.0,7,0.000036,0.00046,0.625165286,M,T,,,
10847,huaweicloudsdkdds-3.1.36,1,0.000035,0,0.802191276,H,T,,,
10848,html-table-extractor-1.4.1,1,0.000035,0,0.811889693,H,T,,,
10849,hdx-python-scraper-2.1.4,3,0.000035,0,0.69262964,M,T,,,
10850,gs-divergence-1.0.8,1,0.000035,0,0.847325709,H,T,,,
10851,hcl-0.2.1,3,0.000035,0,0.847614242,H,T,,,
10852,greenponiksocksipychain-2.1.2,1,0.000035,0,0.668565374,M,T,,,
10853,graphene-framework-0.0.4,1,0.000035,0,0.847537755,H,T,,,
10854,graphene-2.1.7,5,0.000065,0.00046,0.673737466,M,T,,,
10855,aniso8601-6.0.0,1,0.000049,0.00048,0.671641247,M,T,,,
10856,hls4ml-0.6.0,5,0.000035,0,0.742163582,M,T,,,
10857,gxargparse-0.2.5,1,0.000035,0,0.656994674,M,T,,,
10858,galaxyxml-0.4.14,3,0.000065,0.00046,0.811418277,H,T,,,
10859,galaxy-tool-util-22.1.5,8,0.000062,0.00048,0.614339835,M,T,,,
10860,galaxy-containers-22.1.1,3,0.000042,0.00048,0.616601821,M,T,,,
10861,galaxy-util-22.1.2,15,0.000061,0.00096,0.615832769,M,T,,,
10862,routes-2.5.1,5,0.000042,0.00146,0.671641247,M,T,,,
10863,zipstream-new-1.1.8,1,0.000039,0.0005,0.70531931,M,T,,,
10864,heaty-2020.10b2,2,0.000035,0,0.671641247,M,T,,,
10865,google-maps-addressvalidation-0.3.2,4,0.000035,0,0.630398956,M,T,,,
10866,gs-chunked-io-0.5.2,2,0.000035,0,0.683556327,M,T,,,
10867,hy-coverage-plugin-0.1.0,2,0.000035,0,0.832114959,H,T,,,
10868,hazedumper-1.0.1,1,0.000035,0,0.832054456,H,T,,,
10869,hurocon-0.6.0,6,0.000035,0,0.831684805,H,T,,,
10870,serialix-2.4.1,1,0.00004,0.00046,0.746808177,M,T,,,
10871,gorillacompression-0.2.1,1,0.000035,0,0.847579283,H,T,,,
10872,i18ndude-5.5.0,4,0.000035,0,0.887434105,H,T,,,
10873,hairball-0.3,2,0.000035,0,0.8047701,H,T,,,
10874,kurt-2.0.7,3,0.00005,0.00046,0.803731525,H,T,,,
10875,construct-2.0.6,1,0.000056,0.00048,0.671641247,M,T,,,
10876,hmrb-1.2.1,2,0.000035,0,0.668438173,M,T,,,
10877,protobuf-3.19.3,1,0.00005,0.00046,0.796701697,H,T,,,
10878,hinkaponka-0.1,1,0.000035,0,0.831831802,H,T,,,
10879,groupingsentences-0.18,9,0.000035,0,0.832179117,H,T,,,
10880,xmind-1.2.0,1,0.000038,0.00046,0.731665906,M,T,,,
10881,gkpt-1.0.0,1,0.000035,0,0.831830539,H,T,,,
10882,serpsbot-1.0.2,2,0.000065,0.00046,0.758385598,H,T,,,
10883,gmocoin-0.0.13,3,0.000035,0,0.685679592,M,T,,,
10884,google-datacatalog-qlik-connector-0.1.2,4,0.000035,0,0.699683947,M,T,,,
10885,requests-ntlm-1.1.0,4,0.000042,0.00046,0.758384847,H,T,,,
10886,ntlm-auth-1.5.0,1,0.000047,0.00048,0.804506058,H,T,,,
10887,hookman-0.1.2,1,0.000035,0,0.831742145,H,T,,,
10888,git-stamp-0.1.1,2,0.000035,0,0.831758146,H,T,,,
10889,gordian-3.4.0,5,0.000035,0,0.669009818,M,T,,,
10890,hypernova-0.0.3,2,0.000035,0,0.762098946,H,T,,,
10891,hy-tools-1.5.0,7,0.000035,0,0.668297469,M,T,,,
10892,googleform-0.0.1a2,2,0.000035,0,0.671641247,M,T,,,
10893,accuracy-0.1.1,7,0.000035,0,0.711021285,M,T,,,
10894,clumper-0.2.15,1,0.000039,0.00046,0.671641247,M,T,,,
10895,gvm-tools-23.3.0,1,0.000035,0,0.614065304,M,T,,,
10896,python-gvm-23.4.0,4,0.000065,0.00046,0.611608049,M,T,,,
10897,i3ipct-0.1,1,0.000035,0,0.726198812,M,T,,,
10898,hgboost-1.1.3,15,0.000035,0,0.836094176,H,T,,,
10899,df2onehot-1.0.2,6,0.000037,0.00046,0.846645288,H,T,,,
10900,treeplot-0.1.16,7,0.000037,0.00046,0.746853308,M,T,,,
10901,i2c-lcd-0.1.0,1,0.000035,0,0.820236174,H,T,,,
10902,smbus-cffi-0.5.1,4,0.0001,0.00137,0.758037477,H,T,,,
10903,glud-0.3.3,2,0.000035,0,0.83148947,H,T,,,
10904,libclang-py3-3.9.0,1,0.00005,0.00046,0.671641247,M,T,,,
10905,haidata-0.0.8,5,0.000035,0,0.831723945,H,T,,,
10906,hybrid-vector-model-0.9.0b9,13,0.000035,0,0.671641247,M,T,,,
10907,ci-rvm-0.10.1b3,5,0.000037,0.00046,0.671641247,M,T,,,
10908,lopaths-0.9.0a7,7,0.000037,0.00046,0.671641247,M,T,,,
10909,vemomoto-core-concurrent-0.9.0a1,4,0.000042,0.00094,0.671641247,M,T,,,
10910,vemomoto-core-npcollections-0.9.0a11,6,0.000042,0.00094,0.671641247,M,T,,,
10911,vemomoto-core-tools-0.9.0b3,5,0.000059,0.00192,0.671641247,M,T,,,
10912,sharedmem-0.3.8,3,0.000058,0.00098,0.738457919,M,T,,,
10913,grids-0.15,13,0.000035,0,0.694850174,M,T,,,
10914,cfgrib-0.9.10.3,8,0.000047,0.00137,0.624604368,M,T,,,
10915,eccodes-1.5.2,7,0.000045,0.00098,0.629899084,M,T,,,
10916,findlibs-0.0.2,1,0.000043,0.0005,0.66309125,M,T,,,
10917,abi3audit-0.0.8,8,0.000035,0,0.684256554,M,T,,,
10918,abi3info-2023.3.20,1,0.000039,0.00046,0.684303824,M,T,,,
10919,golodranets-0.1.3,16,0.000035,0,0.764027783,H,T,,,
10920,httpreverse-0.4.0,3,0.000035,0,0.831615556,H,T,,,
10921,heuristic-optimization-0.4.3,1,0.000035,0,0.695097082,M,T,,,
10922,gitreport-0.0.6,2,0.000035,0,0.84753557,H,T,,,
10923,h5imagegenerator-1.2.9,4,0.000035,0,0.696840122,M,T,,,
10924,graphene-mongoengine-0.1,5,0.000035,0,0.831902175,H,T,,,
10925,halutz-0.5.1,8,0.000035,0,0.831343169,H,T,,,
10926,bravado-11.0.3,10,0.000039,0.00046,0.605274155,M,T,,,
10927,first-2.0.2,2,0.000049,0.00091,0.786564918,H,T,,,
10928,python-jsonschema-objects-0.4.1,5,0.000039,0.00046,0.671641247,M,T,,,
10929,bravado-core-5.17.1,11,0.000039,0.00048,0.60017525,M,T,,,
10930,swagger-spec-validator-3.0.3,7,0.000045,0.00148,0.685415957,M,T,,,
10931,gprof-nn-0.1,9,0.000035,0,0.710936081,M,T,,,
10932,quantnn-0.0.5.dev0,9,0.000044,0.00091,0.671641247,M,T,,,
10933,abc-classification-0.8,2,0.000035,0,0.847636981,H,T,,,
10934,gridnet-4.2.0,2,0.000035,0,0.956395589,H,T,,,
10935,hbayes-0.0.1,5,0.000035,0,0.623757688,M,T,,,
10936,enum-tools-0.9.0.post1,3,0.000041,0.00046,0.671641247,M,T,,,
10937,gurux-serial-1.0.20,1,0.000035,0,0.710117631,M,T,,,
10938,gseapy-1.0.4,5,0.000035,0,0.761406192,H,T,,,
10939,hamburg-1.0.1,3,0.000035,0,0.683637463,M,T,,,
10940,graphagus-0.3.1.dev0,4,0.000035,0,0.671641247,M,T,,,
10941,repoze-catalog-0.9.0,5,0.000042,0.00046,0.671641247,M,T,,,
10942,zeo-5.4.0,10,0.00005,0.00094,0.654505301,M,T,,,
10943,zodb3-3.11.0,6,0.000044,0.00048,0.644022088,M,T,,,
10944,zope-index-6.0,5,0.000044,0.00048,0.643712485,M,T,,,
10945,html-form-to-dict-2022.10.1,1,0.000035,0,0.710865961,M,T,,,
10946,git-spindle-4.0.1,4,0.000035,0,0.764400117,H,T,,,
10947,whelk-3.0,1,0.000042,0.00046,0.737644804,M,T,,,
10948,home-assistant-chip-clusters-2023.4.0,1,0.000035,0,0.439473076,L,T,,,
10949,hesiod53-0.1.0,3,0.000035,0,0.662937123,M,T,,,
10950,htmlfactory-0.0.1,1,0.000035,0,0.831806527,H,T,,,
10951,accession2taxid-1.0.5,3,0.000035,0,0.695191078,M,T,,,
10952,acd-0.0.2,5,0.000035,0,0.699988437,M,T,,,
10953,hp-16600-16700-rpi-0.1.2,1,0.000035,0,0.84802365,H,T,,,
10954,gzipi-0.1.3,2,0.000035,0,0.83708425,H,T,,,
10955,a3m-0.5.0,20,0.000035,0,0.736124265,M,T,,,
10956,ammcpc-0.1.3,2,0.000036,0.00046,0.671641247,M,T,,,
10957,bagit-1.8.1,1,0.000036,0.00046,0.671641247,M,T,,,
10958,metsrw-0.3.22,4,0.000036,0.00046,0.777430561,H,T,,,
10959,opf-fido-1.6.1,5,0.000036,0.00046,0.671641247,M,T,,,
10960,gym-banana-0.0.3,3,0.000035,0,0.812144847,H,T,,,
10961,cfg-load-0.9.0,6,0.000045,0.00046,0.94103529,H,T,,,
10962,mpu-0.23.1,3,0.000043,0.00048,0.940047851,H,T,,,
10963,hocr-tools-1.1.1,3,0.000035,0,0.767105837,H,T,,,
10964,aad2onnx-0.1.4,4,0.000035,0,0.831824546,H,T,,,
10965,onnxconverter-common-1.13.0,6,0.000058,0.00098,0.624765252,M,T,,,
10966,onnxruntime-1.14.1,7,0.000042,0.00046,0.465059418,L,T,,,
10967,skl2onnx-1.14.0,6,0.000055,0.00139,0.676332716,M,T,,,
10968,hiwi-0.1,1,0.000035,0,0.695289545,M,T,,,
10969,guesstheword-0.0.2,1,0.000035,0,0.711039228,M,T,,,
10970,hd-es-tools-0.2.6,2,0.000035,0,0.791669264,H,T,,,
10971,elasticsearch-5.5.3,2,0.00005,0.00046,0.542606923,M,T,,,
10972,mongo-connector-3.1.1,6,0.000079,0.00091,0.75594452,H,T,,,
10973,hydra-submitit-launcher-1.2.0,2,0.000035,0,0.638695643,M,T,,,
10974,submitit-1.4.5,3,0.00005,0.00046,0.686054831,M,T,,,
10975,hbp-archive-1.1.1,4,0.000035,0,0.830055756,H,T,,,
10976,hottings-0.0.8,3,0.000035,0,0.7119483,M,T,,,
10977,hpcc-i-spark-0.1.1,2,0.000035,0,0.83180162,H,T,,,
10978,gluonts-0.12.6,6,0.000035,0,0.567195481,M,T,,,
10979,hydes-0.0.5,3,0.000035,0,0.847609596,H,T,,,
10980,hug-yaml-1.1.0,2,0.000035,0,0.812436765,H,T,,,
10981,grass-python-0.0.2,1,0.000035,0,0.84764539,H,T,,,
10982,forbiddenfruit-0.1.4,2,0.000071,0.00091,0.794983125,H,T,,,
10983,hopsparser-0.7.0,16,0.000035,0,0.675280989,M,T,,,
10984,fasttext-0.9.2,4,0.000037,0.00046,0.596459262,M,T,,,
10985,101703048-topsis-2.0.1,2,0.000035,0,0.847733766,H,T,,,
10986,golum-0.2.3,3,0.000035,0,0.711405213,M,T,,,
10987,heparchy-0.1.2,7,0.000035,0,0.831674964,H,T,,,
10988,pyhepmc-ng-0.4.6,1,0.000039,0.00046,0.814793888,H,T,,,
10989,typicle-0.1.4,2,0.000039,0.00046,0.758393226,H,T,,,
10990,vector-1.0.0,3,0.000039,0.00046,0.689610639,M,T,,,
10991,i3-workspace-swap-1.1.0,1,0.000035,0,0.695299779,M,T,,,
10992,2mp4-1.0.1,3,0.000035,0,0.830890259,H,T,,,
10993,pymediainfo-6.0.1,1,0.000045,0.00046,0.76920818,H,T,,,
10994,gocomics-0.0.1,2,0.000035,0,0.847717594,H,T,,,
10995,guillotina-s3storage-5.0.10,7,0.000035,0,0.728880634,M,T,,,
10996,aiobotocore-0.9.4,4,0.000039,0.00046,0.727407448,M,T,,,
10997,botocore-1.10.58,5,0.00005,0.00094,0.294020913,L,T,,,
10998,gpu-pairwise-0.0.3,2,0.000035,0,0.847625061,H,T,,,
10999,hybkit-0.3.0,2,0.000035,0,0.710933202,M,T,,,
11000,greenback-1.1.1,3,0.000035,0,0.831638812,H,T,,,
11001,goa-loader-0.1.2,6,0.000035,0,0.831825787,H,T,,,
11002,keras-cv-0.4.2,5,0.00004,0.00046,0.727547829,M,T,,,
11003,hlm2-music-changer-1.0.1,1,0.000035,0,0.831833431,H,T,,,
11004,huaweicloudsdkeg-3.1.36,1,0.000035,0,0.805010388,H,T,,,
11005,hunga-bunga-0.1,1,0.000035,0,0.831863973,H,T,,,
11006,graddog-1.3.0,4,0.000035,0,0.675422102,M,T,,,
11007,golfity-0.0.4,2,0.000035,0,0.695204578,M,T,,,
11008,adicity-0.6.6,3,0.000065,0.00091,0.695064776,M,T,,,
11009,greencache-1.0.0,1,0.000035,0,0.8319015,H,T,,,
11010,gpsd-pindrop-1.1.3,3,0.000035,0,0.847457363,H,T,,,
11011,gpsd-py3-0.3.0,1,0.000045,0.00046,0.795042915,H,T,,,
11012,h5-0.8.8,3,0.000035,0,0.969386084,H,T,,,
11013,gym-record-0.0.3,2,0.000035,0,0.711028556,M,T,,,
11014,abilian-core-0.11.24,41,0.000035,0,0.633326567,M,T,,,
11015,hapi-nn-0.1.0,3,0.000035,0,0.695231299,M,T,,,
11016,g-sheets-tools-0.1.9,25,0.000035,0,0.847129392,H,T,,,
11017,gsee-redux-1.0,7,0.000035,0,0.805219455,H,T,,,
11018,pvlib-0.9.5,7,0.000039,0.00046,0.699157277,M,T,,,
11019,pyephem-9.99,3,0.000044,0.00091,0.671641247,M,T,,,
11020,google-cloud-network-management-1.8.1,3,0.000035,0,0.793588405,H,T,,,
11021,gt-py-1.2,2,0.000035,0,0.695511353,M,T,,,
11022,i3-workspace-rollback-1.1,6,0.000035,0,0.695277543,M,T,,,
11023,enum-compat-0.0.2,2,0.000074,0.00094,0.684083995,M,T,,,
11024,i3ipc-1.3.0,2,0.00004,0.00046,0.606577116,M,T,,,
11025,mock-2.0.0,3,0.00004,0.00046,0.595581417,M,T,,,
11026,pbr-1.10.0,2,0.000057,0.00094,0.671641247,M,T,,,
11027,hapapi-0.1.2,5,0.000035,0,0.832101654,H,T,,,
11028,markupsafe-0.23,2,0.000085,0.00096,0.855779958,H,T,,,
11029,huesdk-1.4,2,0.000035,0,0.815122182,H,T,,,
11030,gsee-0.3.1,6,0.000035,0,0.828505196,H,T,,,
11031,guancodes-0.0.3,1,0.000035,0,0.695200189,M,T,,,
11032,hyperyaml-0.1,3,0.000035,0,0.83181939,H,T,,,
11033,hsvpicker-4.0,2,0.000035,0,0.831913673,H,T,,,
11034,gwr-inversion-1.0.1,2,0.000035,0,0.847625225,H,T,,,
11035,heresafe-1.0.4,1,0.000035,0,0.821348705,H,T,,,
11036,pygooglevoice-0.5.2,2,0.000065,0.00046,0.671641247,M,T,,,
11037,gustavgrad-0.2.0,1,0.000035,0,0.831675504,H,T,,,
11038,hpexome-1.2.1,1,0.000035,0,0.84753577,H,T,,,
11039,huaweicloudsdkfgs-3.0.8b0,1,0.000035,0,0.671641247,M,T,,,
11040,htq-0.1.0,5,0.000035,0,0.831882501,H,T,,,
11041,hiredis-0.1.6,1,0.000041,0.00046,0.576936617,M,T,,,
11042,haiku-mup-0.1.5,3,0.000035,0,0.79459855,H,T,,,
11043,dm-haiku-0.0.6,5,0.000045,0.00046,0.725169554,M,T,,,
11044,jmp-0.0.4,3,0.000053,0.00096,0.787172619,H,T,,,
11045,habcatev-0.0.4,2,0.000035,0,0.710927906,M,T,,,
11046,abcvoting-2.7.1,5,0.000035,0,0.786973488,H,T,,,
11047,mip-1.15.0,2,0.000041,0.00046,0.610947195,M,T,,,
11048,giwyn-0.4,2,0.000035,0,0.821322869,H,T,,,
11049,graphite-pymetrics-0.1.1,2,0.000035,0,0.695271852,M,T,,,
11050,pystatsd-0.1.6,2,0.00005,0.00046,0.754663265,H,T,,,
11051,hinpy-0.1.11,7,0.000035,0,0.822375727,H,T,,,
11052,scikit-surprise-1.1.3,4,0.000039,0.00046,0.747884945,M,T,,,
11053,hbase-rest-py-1.0.0,2,0.000035,0,0.847661422,H,T,,,
11054,haxor-news-0.4.3,6,0.000035,0,0.784382253,H,T,,,
11055,graphene-acl-1.1.1,1,0.000035,0,0.695777014,M,T,,,
11056,glutabbix-0.0.10,1,0.000035,0,0.712057835,M,T,,,
11057,gymnax-0.0.6,6,0.000035,0,0.820902999,H,T,,,
11058,havefun-1.0.3,3,0.000035,0,0.831759424,H,T,,,
11059,aartfaac-arthur-0.5,9,0.000035,0,0.83163138,H,T,,,
11060,python-casacore-3.5.2,3,0.000038,0.00046,0.76309296,H,T,,,
11061,html4vision-0.4.3,3,0.000035,0,0.831186184,H,T,,,
11062,gtarantool-1.0.12,1,0.000035,0,0.848798873,H,T,,,
11063,tarantool-0.12.1,4,0.000065,0.00046,0.670990671,M,T,,,
11064,google-cloud-network-connectivity-2.0.1,4,0.000035,0,0.782752456,H,T,,,
11065,hooks4git-0.4.289,1,0.000035,0,0.815414363,H,T,,,
11066,gonzales-0.1.2,6,0.000035,0,0.832189349,H,T,,,
11067,hn-0.2.2,3,0.000035,0,0.821647804,H,T,,,
11068,globalemu-1.5.1,5,0.000035,0,0.696603739,M,T,,,
11069,hgf-0.2.2,2,0.000035,0,0.831698657,H,T,,,
11070,huaweicloudsdkaos-3.1.36,1,0.000035,0,0.805111848,H,T,,,
11071,html2excel-0.0.6,3,0.000035,0,0.831691171,H,T,,,
11072,aai-engine-0.0.22,3,0.000035,0,0.616672384,M,T,,,
11073,greatpy-0.0.1,5,0.000035,0,0.699998322,M,T,,,
11074,huobiasyncwebsocket-1.2.1,1,0.000035,0,0.695080593,M,T,,,
11075,asyncwebsocketstreaminterface-1.0.0,7,0.000065,0.00046,0.694666314,M,T,,,
11076,asyncexclusiveperiods-1.12,1,0.000044,0.00048,0.671641247,M,T,,,
11077,beeprint-2.4.10,2,0.000044,0.00048,0.835914583,H,T,,,
11078,ensuretaskcanceled-1.1,1,0.000044,0.00048,0.671641247,M,T,,,
11079,nolossasyncgenerator-2.4,1,0.000044,0.00048,0.671641247,M,T,,,
11080,har2warc-1.0.4,3,0.000035,0,0.83166193,H,T,,,
11081,http-status-1.0.0,2,0.00006,0.00091,0.820618808,H,T,,,
11082,google-cloud-life-sciences-0.9.2,3,0.000035,0,0.789741496,H,T,,,
11083,golden-marshmallows-1.0.0,2,0.000035,0,0.836482719,H,T,,,
11084,glmnet-py-0.1.0b2,1,0.000035,0,0.671641247,M,T,,,
11085,http-hmac-python-2.4.1,2,0.000041,0.00046,0.820897652,H,T,,,
11086,gtrace-0.2.1,3,0.000035,0,0.699975256,M,T,,,
11087,glacier-upload-2.0,2,0.000035,0,0.81070879,H,T,,,
11088,higlass-widget-0.0.7,1,0.000035,0,0.8317514,H,T,,,
11089,gorgonzola-0.2.0,1,0.000035,0,0.699877632,M,T,,,
11090,git-repo-hooks-1.1.4,1,0.000035,0,0.832196437,H,T,,,
11091,kjlib-2.1.0,1,0.000065,0.00046,0.832193348,H,T,,,
11092,html2obj-genwch-0.0.8,1,0.000035,0,0.72610095,M,T,,,
11093,grobid-client-python-0.0.5,1,0.000035,0,0.647573882,M,T,,,
11094,higher-0.2.1,1,0.000035,0,0.790480317,H,T,,,
11095,grlp-1.7.0,3,0.000035,0,0.691215572,M,T,,,
11096,hashcrack-0.9,6,0.000035,0,0.696196695,M,T,,,
11097,hashcat-beta-5.1.0.post4,1,0.00004,0.00046,0.671641247,M,T,,,
11098,hashid-3.1.4,1,0.00004,0.00046,0.661760456,M,T,,,
11099,hid-watchdog-0.1.7,1,0.000035,0,0.675651815,M,T,,,
11100,hid-1.0.5,1,0.000065,0.00046,0.766272772,H,T,,,
11101,golismero-2.0.3-1,4,0.000035,0,0.671641247,M,T,,,
11102,hitchrun-0.4.0,8,0.000035,0,0.834618497,H,T,,,
11103,holster-2.0.0,1,0.000035,0,0.823193161,H,T,,,
11104,huaweicloudsdkcloudrtc-3.1.36,1,0.000035,0,0.804270325,H,T,,,
11105,gnes-0.0.47,6,0.000035,0,0.784742759,H,T,,,
11106,happynet-0.0.2,1,0.000035,0,0.695202801,M,T,,,
11107,gofile-0.2.0,1,0.000035,0,0.83345533,H,T,,,
11108,gpds-0.4.1,2,0.000035,0,0.821372554,H,T,,,
11109,iampharaoh-0.0.2,1,0.000035,0,0.831999571,H,T,,,
11110,google-cloud-datastream-1.5.1,4,0.000035,0,0.798411967,H,T,,,
11111,graff-1.0.1,2,0.000035,0,0.695420135,M,T,,,
11112,greatfet-2021.2.1,10,0.000035,0,0.637173506,M,T,,,
11113,cmsis-svd-0.4,2,0.000038,0.00046,0.736884363,M,T,,,
11114,pyfwup-0.3.1,3,0.000038,0.00046,0.671641247,M,T,,,
11115,pygreat-2021.2.1,4,0.000038,0.00046,0.671641247,M,T,,,
11116,govdash-0.1.0,1,0.000035,0,0.831848635,H,T,,,
11117,gym-sf-0.1.6,4,0.000035,0,0.832475028,H,T,,,
11118,gslides-0.1.1,12,0.000035,0,0.831687267,H,T,,,
11119,greenponik-ble-0.0.3,1,0.000035,0,0.820759004,H,T,,,
11120,i2py-0.3.1,3,0.000035,0,0.710931304,M,T,,,
11121,bunch-1.0.1,3,0.000089,0.00139,0.820970935,H,T,,,
11122,python-geoip-1.2,2,0.000083,0.00094,0.815760242,H,T,,,
11123,python-geoip-geolite2-2015.303,2,0.000045,0.00046,0.831695239,H,T,,,
11124,git-toggle-0.1.1,8,0.000035,0,0.675534261,M,T,,,
11125,apeye-1.3.0,5,0.000039,0.00046,0.69036068,M,T,,,
11126,consolekit-1.4.1,7,0.000044,0.00094,0.690369372,M,T,,,
11127,domdf-python-tools-3.6.1,7,0.000078,0.0024,0.657422536,M,T,,,
11128,southwark-0.8.2,7,0.000039,0.00046,0.738311594,M,T,,,
11129,apeye-core-1.1.2,3,0.000043,0.00048,0.684121949,M,T,,,
11130,deprecation-alias-0.3.1,3,0.000042,0.0005,0.675491399,M,T,,,
11131,mistletoe-1.0.1,1,0.000042,0.0005,0.618194867,M,T,,,
11132,ha-philipsjs-3.0.1,2,0.000035,0,0.788361767,H,T,,,
11133,gjf-0.1.2,4,0.000035,0,0.847618047,H,T,,,
11134,geojson-rewind-1.0.3,1,0.000042,0.00046,0.671641247,M,T,,,
